customer_id,full_name,pan,age,gender,dependents,monthly_income_inr,employment_type,years_in_current_job,existing_loans,existing_emi_inr,loan_purpose,loan_amount_inr,loan_duration_months,housing_status,pincode,city,state
CUST-2026-00023,Xiti Gokhale,DMBJF3737N,36,M,2,121132,Self-Employed,14,2,47117,Home Loan,8110562,120,Own,559434,Delhi,Goa
CUST-2026-00024,Michael Prakash,DDROF6716X,32,M,2,60808,Homemaker,3,1,7399,Education Loan,2274362,84,Rent,761518,Bihar Sharif,Mizoram
CUST-2026-00025,Ekiya Suresh,HRUUO0560U,44,M,4,22029,Homemaker,12,2,3826,Home Loan,13086587,180,Own,920005,Panvel,Tripura
CUST-2026-00026,Wriddhish Bhardwaj,UMVPI2924Y,34,F,3,114752,Self-Employed,6,0,0,Personal Loan,1414108,36,Rent,674316,Mirzapur,Andhra Pradesh
CUST-2026-00027,Ekapad Walia,YCSMT6647C,37,F,1,43908,Salaried,11,1,9966,Home Loan,11501821,240,Rent,651723,Guwahati,Haryana
CUST-2026-00028,Noah Lanka,HGDFD5712P,32,F,2,25433,Salaried,8,0,0,Marriage Loan,1254248,36,Own,585787,Warangal,Tripura
CUST-2026-00029,Devika Rastogi,HYQTC0243B,32,F,5,78244,Salaried,4,0,0,Personal Loan,625272,12,Family,690239,Rajpur Sonarpur,Mizoram
CUST-2026-00030,Jai Kota,DTPUF5448N,32,F,1,15883,Salaried,10,0,0,Home Loan,10942881,240,Own,370248,Bahraich,Sikkim
CUST-2026-00031,Victor Kannan,PHGSS4697U,33,M,2,28430,Self-Employed,2,0,0,Personal Loan,378272,12,Own,832859,Sonipat,Haryana
CUST-2026-00032,Ekansh Balay,RSYNM0043I,40,M,2,51630,Professional,4,0,0,Home Loan,6660869,240,Own,601466,Allahabad,Andhra Pradesh
CUST-2026-00033,Arya Sunder,LVZMK3114P,24,M,4,114659,Homemaker,2,1,22946,Car Loan,2154844,60,Own,723763,Madurai,West Bengal
CUST-2026-00034,Xavier Solanki,MBNQM4021J,32,F,3,49530,Salaried,5,0,0,Education Loan,4516746,60,Rent,678951,Aurangabad,Gujarat
CUST-2026-00035,Gunbir Sankar,VMSNH8925M,36,F,1,30577,Salaried,13,0,0,Marriage Loan,337945,48,Family,789173,Jhansi,Uttar Pradesh
CUST-2026-00036,Chatura Chaudhari,ZMDOI5543G,30,M,3,12338,Salaried,8,0,0,Home Loan,13681114,240,Rent,718094,Bulandshahr,Kerala
CUST-2026-00037,Yuvraj Handa,VZMAN5884Q,59,M,2,12000,Salaried,23,0,0,Business Loan,6895997,60,Family,940885,Sonipat,Arunachal Pradesh
CUST-2026-00038,Qadim Mallick,WJIST8006J,53,M,3,32430,Salaried,15,1,7585,Car Loan,1967165,36,Family,817116,Kolhapur,Gujarat
CUST-2026-00039,Guneet Bedi,HJDNO7108T,63,M,2,12000,Business,14,0,0,Home Loan,1985654,120,Own,168846,Aurangabad,Manipur
CUST-2026-00040,Ojas Ray,ZHZRL3981M,43,F,4,20023,Salaried,8,1,5813,Business Loan,9670395,24,Own,472352,Tiruchirappalli,Rajasthan
CUST-2026-00041,Daniel Gala,FEGTT6106B,40,F,5,57635,Salaried,1,2,22039,Education Loan,2600770,84,Rent,479436,Kakinada,Meghalaya
CUST-2026-00042,Suhani Mangal,VGVMU7319E,33,F,0,36796,Professional,5,1,6556,Home Loan,14695495,240,Rent,395766,Pali,Madhya Pradesh
CUST-2026-00043,Chaman Kalla,CGAWO9208W,46,M,3,20536,Salaried,17,0,0,Car Loan,1399584,84,Rent,499519,Bhatpara,Maharashtra
CUST-2026-00044,Chandresh Sood,EKCMK9034H,33,F,1,22277,Salaried,5,1,8314,Personal Loan,1182865,48,Rent,871895,Satara,Arunachal Pradesh
CUST-2026-00045,Quincy Biswas,QPAUG1507G,50,M,5,12000,Self-Employed,1,0,0,Home Loan,3549499,300,Own,332410,Howrah,Mizoram
CUST-2026-00046,Jagdish Koshy,GIEBT5747Q,40,M,1,27161,Salaried,5,0,0,Business Loan,2711291,12,Own,936731,Noida,Punjab
CUST-2026-00047,Oni Virk,BCPBH6539Q,40,F,2,46515,Homemaker,1,3,18533,Car Loan,752824,84,Rent,575109,Udupi,Odisha
CUST-2026-00048,William Lanka,KSIIG9640C,33,F,0,230049,Self-Employed,12,1,51187,Car Loan,1258371,84,Own,585529,Kurnool,Karnataka
CUST-2026-00049,Diya Bora,BHICN1483R,27,M,3,37204,Salaried,4,1,14697,Home Loan,7432391,300,Family,866087,Dewas,Madhya Pradesh
CUST-2026-00050,Ethan Yogi,AWOKD6072N,34,F,2,64972,Salaried,10,2,15260,Home Loan,6084716,240,Family,478075,Phusro,Andhra Pradesh
CUST-2026-00051,Ekapad Konda,LLPKF5316S,36,M,2,146155,Salaried,2,2,24811,Home Loan,11865604,120,Rent,395321,Mira-Bhayandar,Gujarat
CUST-2026-00052,Chasmum Wadhwa,TEJSN8808B,37,F,0,32405,Salaried,9,2,5488,Education Loan,2628058,120,Own,631547,Sangli-Miraj & Kupwad,Kerala
CUST-2026-00053,Aishani D’Alia,LRJLC4408X,36,F,4,123623,Salaried,13,0,0,Car Loan,1662176,48,Rent,758152,Vasai-Virar,Andhra Pradesh
CUST-2026-00054,Shivansh Oza,FPTRE7477O,34,F,3,12000,Salaried,3,2,2631,Car Loan,919456,48,Own,378403,Darbhanga,Bihar
CUST-2026-00055,Zayan Behl,MAJHQ9053S,43,F,3,53100,Salaried,14,1,18357,Home Loan,2442411,240,Rent,435487,Dibrugarh,Gujarat
CUST-2026-00056,Aarush Nath,BSZNP3937V,39,M,2,129133,Salaried,15,1,16967,Car Loan,1740482,36,Rent,290942,Bally,Assam
CUST-2026-00057,Riya Sane,ZSKPY3378V,40,F,0,17356,Self-Employed,19,2,4465,Home Loan,12633563,180,Family,435302,Firozabad,Tripura
CUST-2026-00058,Manthan Banik,EHUNO7568T,44,M,2,38402,Salaried,5,3,9438,Business Loan,8658272,24,Own,254248,Gorakhpur,Nagaland
CUST-2026-00059,Qushi Datta,TLNIV4839O,28,F,1,12736,Self-Employed,2,1,1451,Car Loan,1296273,84,Rent,898940,Ballia,Uttarakhand
CUST-2026-00060,Ishita Kade,YSNDC1458C,37,F,3,44622,Salaried,6,2,6729,Business Loan,1375431,60,Family,691479,Bharatpur,Arunachal Pradesh
CUST-2026-00061,Niharika Dubey,IDAXM8746C,56,M,3,37446,Salaried,12,3,9886,Home Loan,6846644,120,Rent,791534,Kota,Sikkim
CUST-2026-00062,Aryan Gola,QBVMN6572A,24,M,3,54987,Salaried,0,1,13284,Car Loan,500275,48,Own,942464,Belgaum,Haryana
CUST-2026-00063,Amara Dutta,WBKJT3026D,41,M,2,14303,Salaried,11,0,0,Personal Loan,1113943,60,Rent,519421,Bulandshahr,Telangana
CUST-2026-00064,Upma Kapadia,YAFUX3338P,46,F,1,33922,Self-Employed,24,1,11232,Personal Loan,1751833,24,Own,923895,Eluru,Uttar Pradesh
CUST-2026-00065,Vedant Kapoor,RJUGC4491J,32,M,1,57372,Self-Employed,6,2,20146,Business Loan,6986822,36,Family,630307,Etawah,Gujarat
CUST-2026-00066,Arya Boase,YBQJU6916Z,33,M,1,28483,Self-Employed,2,1,8607,Car Loan,1778740,84,Own,939925,Silchar,Andhra Pradesh
CUST-2026-00067,Garima Bala,ONKQG1743R,36,M,0,75193,Salaried,1,1,29770,Car Loan,1855937,60,Own,190621,Etawah,Tripura
CUST-2026-00068,Balvan Chopra,LCRVI3058F,28,F,3,18340,Self-Employed,7,0,0,Home Loan,2742387,300,Own,858023,Mangalore,Bihar
CUST-2026-00069,Rajata Vaidya,DWBKS4445E,44,M,3,44889,Salaried,4,0,0,Car Loan,1813709,60,Rent,688444,Hapur,Punjab
CUST-2026-00070,Aachal Basu,VNHEY2952C,58,M,2,61695,Business,24,1,12131,Education Loan,1282406,180,Rent,168105,Gangtok,Bihar
CUST-2026-00071,Januja Sankar,BWCYU2256A,32,F,1,26700,Salaried,2,1,7426,Home Loan,12551703,240,Rent,700997,Mumbai,Tamil Nadu
CUST-2026-00072,Charita Tripathi,MIDWI9337Q,38,F,2,32379,Business,12,0,0,Home Loan,2505173,180,Own,617775,Satara,Assam
CUST-2026-00073,Chakrika Datta,VYSEE9484C,39,F,1,19465,Salaried,1,0,0,Car Loan,2053784,48,Family,277458,Khammam,Jharkhand
CUST-2026-00074,Charvi Ravi,CDGJK0053J,56,F,4,26144,Salaried,15,1,9518,Personal Loan,1036892,36,Rent,998325,Nadiad,Gujarat
CUST-2026-00075,Shivansh Sani,PKBBS8518E,26,F,3,56717,Homemaker,3,0,0,Marriage Loan,1269858,36,Rent,318728,Avadi,Nagaland
CUST-2026-00076,Riya Kala,CKHXW6526Y,33,F,1,30844,Business,8,0,0,Personal Loan,1045921,12,Own,816538,Kirari Suleman Nagar,Uttar Pradesh
CUST-2026-00077,Bhanumati Varma,CAIDR4798X,40,M,3,50057,Self-Employed,19,1,11234,Home Loan,12920702,180,Own,844550,Gulbarga,Mizoram
CUST-2026-00078,Dayita Kar,YHHYZ7764P,45,M,2,42545,Homemaker,14,2,9862,Personal Loan,1467399,36,Rent,311604,Tiruchirappalli,Sikkim
CUST-2026-00079,Chakradhar Konda,CYRTF8252D,34,F,1,53806,Business,6,2,21020,Education Loan,1428730,120,Own,858832,Siliguri,Uttar Pradesh
CUST-2026-00080,Robert Rajagopalan,AOYKY8419K,41,M,1,68521,Self-Employed,1,0,0,Car Loan,2281405,36,Rent,254145,Sirsa,Meghalaya
CUST-2026-00081,Abdul Chhabra,YAVUE7820J,32,M,4,13937,Salaried,11,2,1698,Business Loan,3437099,60,Family,294328,Latur,Meghalaya
CUST-2026-00082,Zarna Shetty,CELGE7757F,39,M,4,30852,Self-Employed,16,0,0,Business Loan,8959284,60,Own,958103,Muzaffarnagar,Tripura
CUST-2026-00083,Kiaan Shetty,LGIPO2326O,41,F,3,45256,Self-Employed,5,3,12347,Car Loan,1340384,36,Own,356962,Bhilai,Arunachal Pradesh
CUST-2026-00084,Sanaya Dutt,ZJSXT8876T,33,F,2,126283,Self-Employed,4,0,0,Home Loan,3740912,300,Own,894057,Mango,Sikkim
CUST-2026-00085,Yug Malhotra,EWLRS4840E,51,M,2,46770,Professional,3,0,0,Personal Loan,1110083,24,Rent,267132,Hospet,Telangana
CUST-2026-00086,Ria Brahmbhatt,SOBXZ4211U,38,F,2,55037,Salaried,0,0,0,Education Loan,2027888,60,Own,471265,Mathura,Tripura
CUST-2026-00087,Gautami Nagarajan,DZKDZ8794X,59,F,2,104002,Professional,12,0,0,Personal Loan,1437879,60,Own,474664,Noida,Tamil Nadu
CUST-2026-00088,Vihaan Rajagopal,CAPSB7422Y,39,F,3,27896,Salaried,3,0,0,Personal Loan,1339587,12,Own,180560,Durgapur,Nagaland
CUST-2026-00089,Oeshi Reddy,BYWXQ4499V,26,F,1,144299,Salaried,5,2,29954,Car Loan,900877,48,Own,398520,Kakinada,Tamil Nadu
CUST-2026-00090,Samuel Salvi,OZODG2698C,35,F,2,37897,Salaried,8,0,0,Education Loan,2722759,84,Rent,170424,Vijayanagaram,Karnataka
CUST-2026-00091,Vansha Ahuja,HXFET7796W,39,M,0,30534,Salaried,2,0,0,Education Loan,4887977,84,Rent,459139,Ramgarh,Madhya Pradesh
CUST-2026-00092,Thomas Sura,MVXJK5212S,30,M,2,75675,Salaried,5,0,0,Car Loan,2385732,84,Own,867506,Pali,Kerala
CUST-2026-00093,Ayush Ramachandran,MSTLT3151R,40,F,1,27616,Salaried,7,0,0,Personal Loan,1486227,36,Own,971502,Junagadh,Haryana
CUST-2026-00094,Joshua Walla,AOANH9086Z,61,M,2,52491,Salaried,6,1,11363,Home Loan,12199310,300,Rent,126496,Dehradun,Karnataka
CUST-2026-00095,Fiyaz Sangha,FRWQW7035B,55,M,1,20307,Business,8,1,2677,Car Loan,2003002,84,Rent,841106,Guntakal,Andhra Pradesh
CUST-2026-00096,Abha Raghavan,RHORE8021W,42,M,0,142607,Salaried,3,2,17048,Home Loan,13114660,300,Own,187960,South Dumdum,Chhattisgarh
CUST-2026-00097,Geetika Raghavan,BLVIT9370I,48,M,1,52958,Business,21,2,10730,Car Loan,886995,36,Rent,472660,Malda,Karnataka
CUST-2026-00098,Upma Bahl,SQTIC0332E,47,F,2,34354,Self-Employed,2,1,8274,Education Loan,816618,60,Own,508459,Nizamabad,Himachal Pradesh
CUST-2026-00099,Ekapad Baria,KCXXZ5131J,27,F,2,49565,Salaried,2,1,14736,Personal Loan,730379,48,Own,543912,Etawah,Telangana
CUST-2026-00100,Anmol Dua,HYIQU3388T,32,M,0,38734,Salaried,1,0,0,Business Loan,8818184,24,Rent,252072,Shahjahanpur,Tripura
CUST-2026-00101,Tejas Shroff,GJVKC5556R,29,F,2,69573,Salaried,6,3,16507,Personal Loan,1377292,48,Family,929960,Bhalswa Jahangir Pur,Haryana
CUST-2026-00102,Ishwar Gade,GELJL5559W,24,F,4,12000,Business,0,2,4459,Education Loan,4388458,84,Rent,363778,Arrah,Tamil Nadu
CUST-2026-00103,Devika Prashad,OQQZI7102X,35,M,3,12000,Salaried,10,2,1647,Education Loan,3178029,84,Rent,156449,Adoni,Jharkhand
CUST-2026-00104,Harsh Mitra,DYDIL2444W,38,M,2,24977,Salaried,16,0,0,Marriage Loan,1112444,12,Own,200026,Aurangabad,Madhya Pradesh
CUST-2026-00105,Idika Walia,OYGKE6406G,36,M,1,67571,Business,3,1,12142,Business Loan,4592180,24,Rent,457068,Buxar,West Bengal
CUST-2026-00106,Advik Salvi,RMZIK3134F,36,F,2,60449,Self-Employed,2,1,23636,Home Loan,6969119,180,Rent,385098,Coimbatore,Maharashtra
CUST-2026-00107,Janaki Sharaf,POKMN9911J,48,F,4,61712,Salaried,7,0,0,Home Loan,13133934,180,Rent,548556,Aligarh,Uttarakhand
CUST-2026-00108,Anamika Yohannan,KVMCA7225F,29,F,3,128838,Homemaker,7,0,0,Education Loan,4910891,180,Own,625612,Raebareli,Tamil Nadu
CUST-2026-00109,Amrita Naidu,THZLJ8497H,47,F,2,18010,Salaried,23,0,0,Home Loan,8632912,120,Rent,795425,Kirari Suleman Nagar,Tripura
CUST-2026-00110,Shravya Kohli,ISHGW9609Z,31,F,3,55913,Self-Employed,3,2,7536,Personal Loan,1166273,36,Rent,286557,Chandigarh,West Bengal
CUST-2026-00111,Gayathri Balakrishnan,QQJBU7476L,35,M,5,73484,Business,3,0,0,Car Loan,1338319,84,Rent,715475,Jehanabad,Tripura
CUST-2026-00112,Simon Pant,VIPOM3600Z,36,F,1,125324,Salaried,11,2,47556,Car Loan,2102053,48,Rent,448549,South Dumdum,Meghalaya
CUST-2026-00113,Anya Anne,CJCRQ0677N,49,M,1,95675,Salaried,13,0,0,Personal Loan,326641,36,Own,397331,Mau,Uttar Pradesh
CUST-2026-00114,Niharika Suresh,SMFCU1323Y,42,M,0,42954,Salaried,21,0,0,Home Loan,7264217,120,Family,552829,Guwahati,Mizoram
CUST-2026-00115,Sara Badal,WCCTP3931I,51,M,0,53908,Salaried,11,1,15680,Personal Loan,1979157,48,Rent,573874,Fatehpur,Nagaland
CUST-2026-00116,Yagnesh Mohan,QUUGK2608A,42,M,2,60237,Self-Employed,0,2,15907,Home Loan,11682543,180,Rent,419899,Korba,Assam
CUST-2026-00117,Pavani Narayanan,GBBUN6547C,60,F,1,121039,Salaried,21,0,0,Car Loan,606149,36,Rent,124464,Bhalswa Jahangir Pur,Sikkim
CUST-2026-00118,Zayan Kashyap,SWBCL4637X,42,M,1,27802,Salaried,4,1,9181,Personal Loan,1650597,12,Own,568738,Gopalpur,Kerala
CUST-2026-00119,Qasim Handa,UAUHB7504L,30,M,3,59241,Homemaker,8,1,14419,Home Loan,3629542,240,Rent,233792,Satna,Bihar
CUST-2026-00120,Harish Hari,GMJDY8597N,26,M,2,31958,Salaried,5,0,0,Personal Loan,55386,12,Family,122885,Bally,Gujarat
CUST-2026-00121,Chasmum Atwal,ZYBMH8350G,31,M,2,63767,Salaried,5,0,0,Personal Loan,160461,24,Own,650829,Karimnagar,Jharkhand
CUST-2026-00122,Chatura Master,AOQSA3737J,32,F,3,27191,Homemaker,3,1,7196,Education Loan,2256273,84,Own,539955,Panipat,Tamil Nadu
CUST-2026-00123,Advik Mane,PNQKP0612K,28,M,2,24432,Salaried,3,2,6700,Car Loan,1862344,84,Family,199027,Pallavaram,Tamil Nadu
CUST-2026-00124,Qarin Behl,MKNZF3211V,54,F,3,67133,Salaried,2,2,11173,Education Loan,1114130,84,Own,581405,Gandhidham,Meghalaya
CUST-2026-00125,Nandini Swamy,AKLTG4810Y,33,M,1,73333,Self-Employed,5,0,0,Home Loan,6513715,240,Rent,292314,Raipur,Himachal Pradesh
CUST-2026-00126,Daksha Chada,XLDXV3041S,59,M,1,30316,Professional,2,1,7271,Business Loan,1758076,12,Family,317357,Saharanpur,Assam
CUST-2026-00127,Upkaar Virk,GHKOB2118Q,36,F,2,34695,Salaried,5,0,0,Car Loan,923405,36,Rent,756948,Proddatur,Haryana
CUST-2026-00128,Pushti Mody,IFXUB9579F,31,M,5,75225,Salaried,7,0,0,Personal Loan,724453,48,Own,137330,Mango,Madhya Pradesh
CUST-2026-00129,Sarthak Kakar,SJODY8895F,27,M,1,77150,Business,6,0,0,Home Loan,6835227,240,Family,139577,Phagwara,Odisha
CUST-2026-00130,Oscar Borde,WBDSD1530W,37,M,0,50239,Salaried,10,2,8323,Education Loan,3058494,84,Family,995297,Sangli-Miraj & Kupwad,Himachal Pradesh
CUST-2026-00131,Upma Manne,UFPEH6179S,55,F,2,33198,Homemaker,23,2,11301,Personal Loan,415329,60,Rent,753521,Alappuzha,Goa
CUST-2026-00132,Sudiksha Bobal,EXCSQ8422C,35,M,1,14160,Self-Employed,10,1,5480,Home Loan,14004786,120,Own,445040,Tumkur,Arunachal Pradesh
CUST-2026-00133,Pavani Contractor,UPTFL7002D,34,M,3,16883,Salaried,2,2,5727,Business Loan,6392681,60,Own,612781,Bilaspur,Sikkim
CUST-2026-00134,Lucky Bora,SSGHG0581L,26,M,3,34957,Self-Employed,3,0,0,Home Loan,4948564,180,Own,691029,Jalgaon,Nagaland
CUST-2026-00135,Reva Dash,UMXGQ3331B,22,M,1,72162,Salaried,0,0,0,Personal Loan,221832,48,Rent,433332,Aizawl,Arunachal Pradesh
CUST-2026-00136,Xiti Zacharia,POVVK5848P,32,F,1,112300,Salaried,11,1,16846,Personal Loan,1744876,60,Own,903203,Sambhal,Manipur
CUST-2026-00137,Rachana Naidu,ZVDLZ4968I,33,F,4,74375,Professional,12,1,27762,Home Loan,14203519,300,Own,285285,Jodhpur,Meghalaya
CUST-2026-00138,Veer Bail,DPTYY5125L,33,M,0,51591,Business,8,0,0,Business Loan,9267135,60,Own,266912,Indore,Punjab
CUST-2026-00139,Parth Singhal,RBMGJ3738W,51,F,2,42435,Salaried,8,0,0,Personal Loan,1477768,48,Own,457597,Gangtok,Tripura
CUST-2026-00140,Rajata Swamy,NJBUB7475S,43,M,1,123327,Business,8,1,18183,Home Loan,5046544,300,Rent,906387,Alwar,Mizoram
CUST-2026-00141,Gauri Nagi,LYMOI8280A,24,M,3,35977,Salaried,3,1,14007,Business Loan,1012765,24,Own,732900,Karnal,Assam
CUST-2026-00142,Nisha Tandon,RMDEU2697W,35,M,3,68030,Salaried,3,1,15620,Personal Loan,1126428,12,Family,914859,Nanded,Sikkim
CUST-2026-00143,Suhani Chakrabarti,ZVOPH6432K,42,F,3,96801,Salaried,9,1,36691,Personal Loan,1275758,12,Own,804531,Jamalpur,Jharkhand
CUST-2026-00144,Netra Varkey,MHXKT5983W,50,F,2,20428,Salaried,1,2,6957,Car Loan,1640439,48,Rent,797238,North Dumdum,Karnataka
CUST-2026-00145,Odika Bhagat,VTERI0373Z,31,F,4,67434,Business,10,2,12678,Home Loan,9398392,180,Rent,870414,Hosur,Uttarakhand
CUST-2026-00146,Charan Jani,DRNKW1939O,52,F,1,12000,Salaried,27,1,3576,Business Loan,1694801,60,Family,634789,Panchkula,Gujarat
CUST-2026-00147,Vedhika Dara,MTCPQ4930G,29,M,3,42598,Salaried,0,0,0,Home Loan,14270704,180,Rent,276132,Tumkur,Himachal Pradesh
CUST-2026-00148,Akshay Reddy,NHBBY4554V,45,M,3,85622,Salaried,0,1,16715,Home Loan,7277230,240,Own,512182,Kozhikode,Andhra Pradesh
CUST-2026-00149,Jacob Dube,PEJQA8250B,62,F,5,42310,Salaried,29,2,10840,Home Loan,5263487,180,Own,132978,Raipur,Assam
CUST-2026-00150,Ojasvi Subramanian,CNQSK8562Z,42,M,0,19335,Salaried,8,0,0,Home Loan,13163386,120,Own,803806,Danapur,Meghalaya
CUST-2026-00151,Leela Halder,ACCOM9707I,28,M,2,107459,Salaried,2,0,0,Car Loan,1171131,84,Own,112872,Sirsa,Meghalaya
CUST-2026-00152,Oeshi Oak,WXADQ3892X,42,F,5,28078,Salaried,5,2,7567,Car Loan,1611588,84,Rent,209614,Coimbatore,Punjab
CUST-2026-00153,Chanchal Suri,BYEKP8613L,27,F,1,28394,Business,6,0,0,Business Loan,3298082,12,Own,871698,Delhi,Uttar Pradesh
CUST-2026-00154,Hemani Natarajan,SCRGI6385T,41,M,2,39070,Salaried,2,0,0,Car Loan,1239460,60,Rent,831674,Amroha,West Bengal
CUST-2026-00155,Ranbir Khare,QKGLU4841P,26,M,2,41227,Salaried,3,0,0,Car Loan,1466675,36,Rent,687237,Sirsa,Nagaland
CUST-2026-00156,Caleb Nadkarni,RYJBF4564V,45,M,1,34971,Salaried,2,1,13639,Personal Loan,1916697,60,Rent,796394,Muzaffarpur,Odisha
CUST-2026-00157,Max Tandon,MVTKG1182Z,34,F,1,66180,Salaried,13,1,16185,Personal Loan,834104,12,Own,282130,Eluru,Telangana
CUST-2026-00158,Harish Sarraf,NBYVM5915X,30,F,1,12000,Business,9,0,0,Business Loan,8173695,24,Family,114549,Ambala,Arunachal Pradesh
CUST-2026-00159,Nimrat Dubey,ZLDKS7278W,48,M,2,124158,Salaried,12,0,0,Personal Loan,1502310,24,Own,469514,Kanpur,Bihar
CUST-2026-00160,Mitali Buch,IDJMO6478J,45,M,1,54730,Salaried,21,0,0,Personal Loan,422900,60,Rent,777815,Bilaspur,Assam
CUST-2026-00161,Edhitha Sura,GVRHT0818X,51,F,3,45615,Salaried,21,0,0,Home Loan,14679043,180,Family,826587,Deoghar,West Bengal
CUST-2026-00162,Wahab Mani,IOAGQ7889W,39,M,3,48849,Self-Employed,9,1,5653,Business Loan,7002088,60,Family,828431,Tadipatri,West Bengal
CUST-2026-00163,Harish Sawhney,TDBHG1804E,44,F,3,51079,Self-Employed,6,0,0,Home Loan,12953115,120,Own,292238,Raebareli,Haryana
CUST-2026-00164,Ekta Bhalla,NYNUE5438V,25,F,2,106639,Business,2,0,0,Personal Loan,800959,12,Rent,443300,Bhopal,Goa
CUST-2026-00165,Madhav Konda,XGBXJ7127A,33,F,1,41405,Self-Employed,10,0,0,Personal Loan,984631,24,Family,753513,Dindigul,Jharkhand
CUST-2026-00166,Onkar Gill,NABRU8415W,53,F,2,45271,Salaried,20,0,0,Personal Loan,251235,24,Family,920884,Buxar,Mizoram
CUST-2026-00167,Widisha Dhar,XKLKI3107C,51,F,2,20560,Salaried,2,0,0,Home Loan,5726314,120,Rent,348704,Udupi,Assam
CUST-2026-00168,Aadhya Andra,DKUOY1697X,46,M,3,34161,Self-Employed,14,0,0,Education Loan,458529,180,Own,340546,Rohtak,Haryana
CUST-2026-00169,Ethan Sathe,XIKQN1281F,42,M,2,47830,Salaried,19,0,0,Personal Loan,228523,36,Own,887447,Tumkur,Uttar Pradesh
CUST-2026-00170,Tanmayi Mittal,DRCQX3463S,43,M,3,40002,Salaried,2,0,0,Home Loan,11240778,300,Family,484487,Khandwa,Kerala
CUST-2026-00171,Warjas Raj,UMCQC2881X,29,F,3,15576,Self-Employed,6,0,0,Car Loan,1690675,84,Rent,486168,Karawal Nagar,Gujarat
